,Brand,Screen_Size,CPU_Model,Ram,Rating,Graphics,Disk_size,Price
725,LG,15.6,i5,16.0,3.9,Intel,1024.0,72158.36
726,SAMSUNG,15.6,i5,8.0,4.6,Intel,512.0,80278.0
727,LG,15.0,i7,16.0,4.4,Intel,512.0,98399.18
728,SAMSUNG,13.3,i5,8.0,4.2,Intel,256.0,57318.0
729,SAMSUNG,15.6,i5,8.0,4.2,Intel,512.0,65518.0
730,LG,14.0,i7,16.0,4.3,Intel,1024.0,121360.0
731,SAMSUNG,15.6,i7,16.0,4.3,Intel,512.0,110618.0
732,LG,16.0,ryzen7,16.0,4.1,AMD,512.0,67295.76
733,LG,16.0,i7,16.0,4.4,Intel,256.0,94953.54
734,LG,17.0,i7,16.0,4.2,Intel,1024.0,113159.18
735,ASUS,11.6,celeron,4.0,4.3,Intel,64.0,11480.0
736,CHUWI,14.1,celeron,8.0,3.9,Intel,256.0,19679.18
737,CHUWI,13.0,celeron,8.0,4.1,Intel,256.0,22058.0
738,Acer,15.6,ryzen3,4.0,4.5,AMD,128.0,24518.0
739,HP,17.3,i5,8.0,4.5,Intel,512.0,49118.0
740,Dell,14.0,ryzen7,8.0,4.3,AMD,512.0,52681.72
741,Microsoft,13.5,i5,8.0,4.1,Intel,256.0,78965.18000000001
742,Acer,15.6,i7,16.0,4.5,Intel,512.0,48298.0
743,ASUS,11.6,celeron,4.0,4.2,Intel,32.0,8527.18
744,other,15.0,i3,6.0,4.6,Intel,512.0,17056.0
745,Lenovo,15.6,ryzen5,8.0,4.4,Nvidia,256.0,53299.18
746,HP,15.6,i3,8.0,4.2,AMD,512.0,32718.0
747,ASUS,15.6,ryzen9,64.0,4.2,AMD,1024.0,129551.8
748,GIGABYTE,16.0,i7,32.0,3.5,Nvidia,32.0,127018.0
749,GIGABYTE,15.6,i5,16.0,4.2,Nvidia,512.0,84307.48000000001
750,GIGABYTE,14.0,i5,16.0,3.4,Intel,512.0,72094.40000000001
751,GIGABYTE,15.6,i7,16.0,3.9,Nvidia,1024.0,200448.18
752,GIGABYTE,17.3,i9,32.0,3.6,Nvidia,32.0,204918.0
753,GIGABYTE,15.6,i7,16.0,2.6,Nvidia,512.0,164118.08000000002
754,GIGABYTE,16.0,i9,64.0,1.0,Nvidia,64.0,237718.0
755,GIGABYTE,16.0,i9,32.0,3.0,Nvidia,32.0,229599.18
756,GIGABYTE,15.6,i7,16.0,0.0,Nvidia,512.0,131956.86000000002
757,GIGABYTE,15.6,i7,16.0,3.7,Nvidia,512.0,163918.0
758,GIGABYTE,17.3,i7,32.0,0.0,Nvidia,32.0,186872.26
759,GIGABYTE,17.3,i7,16.0,2.5,Nvidia,16.0,190318.72
760,GIGABYTE,17.3,i7,32.0,0.0,Nvidia,32.0,188863.22
761,GIGABYTE,17.3,i7,32.0,0.0,Nvidia,32.0,186872.26
762,GIGABYTE,17.3,i7,32.0,0.0,Nvidia,32.0,188863.22
763,GIGABYTE,15.0,i7,16.0,4.0,Nvidia,1024.0,126522.72
764,Acer,14.0,i7,8.0,4.4,Intel,256.0,35998.0
765,HP,14.0,celeron,4.0,4.3,Intel,64.0,23698.0
766,Acer,11.6,i3,4.0,4.3,Other,64.0,10660.0
767,other,14.2,i7,16.0,4.8,Other,1024.0,151535.18
768,other,16.2,i7,32.0,4.7,Other,1024.0,216407.84
769,Acer,15.6,i7,16.0,4.6,Nvidia,512.0,98622.22
770,Acer,17.3,celeron,4.0,4.2,Intel,64.0,18778.0
771,Acer,15.6,i3,8.0,4.3,Intel,128.0,28864.0
772,Acer,17.3,i3,8.0,0.0,Intel,256.0,32799.18
773,Acer,15.6,ryzen3,12.0,4.4,AMD,128.0,40999.18
774,Acer,14.0,i7,8.0,4.4,Intel,256.0,35998.0
775,Acer,15.6,i3,4.0,4.5,Intel,128.0,25994.0
776,Acer,17.3,i7,16.0,4.5,Intel,512.0,55760.0
777,Acer,15.6,i3,20.0,4.4,Intel,512.0,35916.0
778,Acer,15.6,i7,16.0,4.5,Intel,512.0,48298.0
779,Acer,15.6,i7,32.0,5.0,Intel,1024.0,90199.18
780,Acer,15.6,i3,8.0,4.6,Intel,128.0,32718.0
781,Acer,15.6,i7,8.0,4.5,Nvidia,512.0,66338.0
782,Acer,11.6,i3,4.0,4.3,Other,64.0,10660.0
783,Acer,15.6,i3,20.0,3.9,Intel,1024.0,35884.840000000004
784,Acer,15.6,ryzen3,8.0,4.5,AMD,128.0,31615.1
785,Acer,17.3,i7,16.0,4.5,Nvidia,1024.0,106599.18
786,Acer,14.0,celeron,4.0,3.3,Intel,64.0,17958.0
787,Acer,15.6,i3,20.0,4.4,Intel,512.0,32554.0
788,Acer,15.6,i3,8.0,4.3,Intel,128.0,28864.0
789,Acer,15.6,i3,4.0,4.3,Intel,128.0,26157.18
790,ASUS,15.6,i7,40.0,5.0,Intel,1024.0,127099.18
791,MSI,16.0,i9,32.0,4.0,Nvidia,2048.0,182274.52
792,Acer,15.6,i5,8.0,4.5,Nvidia,256.0,61090.0
793,ASUS,15.6,i7,16.0,4.5,Nvidia,512.0,105698.0
794,MSI,15.6,i7,16.0,4.3,Nvidia,512.0,90118.0
795,MSI,15.6,i7,16.0,4.4,Nvidia,512.0,106514.72
796,Alienware,15.6,i7,16.0,3.9,Nvidia,1024.0,204918.0
797,Acer,15.6,i7,16.0,4.6,Nvidia,512.0,98622.22
798,Dell,18.4,i7,8.0,4.4,Intel,1024.0,163984.41999999998
799,Dell,15.6,i7,16.0,4.8,Nvidia,1024.0,139318.0
800,other,14.0,ryzen9,16.0,4.5,Nvidia,1024.0,196799.18
801,other,14.0,celeron,12.0,4.3,Intel,256.0,26158.0
802,other,15.6,i9,32.0,4.2,Nvidia,1024.0,307417.18
803,Alienware,15.6,i7,16.0,3.5,Nvidia,1024.0,114784.42
804,Alienware,17.3,i7,16.0,3.5,Nvidia,1024.0,163995.9
805,ASUS,15.6,i9,32.0,4.5,Nvidia,1024.0,262481.18
806,MSI,15.6,i7,16.0,4.5,Nvidia,512.0,73718.0
807,Alienware,15.6,i7,16.0,4.1,Nvidia,1024.0,147595.9
808,Alienware,17.3,i9,16.0,4.5,Nvidia,256.0,327918.0
809,Dell,15.6,i7,16.0,4.3,Nvidia,512.0,106599.18
810,Alienware,15.6,i7,16.0,4.4,Nvidia,512.0,127095.9
811,Lenovo,15.6,ryzen5,8.0,4.4,Nvidia,256.0,53218.0
812,Alienware,15.6,i5,8.0,4.1,Nvidia,1024.0,63878.0
813,Alienware,17.3,i9,32.0,4.2,Nvidia,32.0,393584.42
814,Alienware,17.3,i9,32.0,3.4,Nvidia,1024.0,409984.42
815,Alienware,17.3,i7,16.0,4.1,Nvidia,1024.0,122984.42
816,ASUS,15.6,i7,8.0,4.5,Nvidia,512.0,73061.18000000001
817,Acer,15.6,i5,8.0,4.6,Nvidia,256.0,54858.0
818,MSI,16.0,i7,32.0,4.2,Nvidia,1024.0,71340.0
819,Dell,17.3,i7,16.0,4.4,Other,1024.0,245918.0
820,Alienware,17.3,i9,16.0,5.0,Nvidia,1024.0,409918.0
821,Alienware,17.3,i7,8.0,4.3,Nvidia,1024.0,147595.9
822,Alienware,15.6,i7,16.0,3.7,Nvidia,512.0,188518.0
823,Alienware,18.4,i7,8.0,2.9,AMD,1024.0,163984.41999999998
824,MSI,15.6,i7,16.0,3.9,Nvidia,512.0,147599.18
825,Acer,15.6,i7,16.0,4.6,Nvidia,512.0,100031.8
826,Alienware,17.3,i7,6.0,4.3,Nvidia,256.0,204918.0
827,ASUS,17.3,i5,20.0,4.2,Intel,512.0,41738.0
828,Alienware,15.6,i7,16.0,4.2,Nvidia,128.0,131195.9
829,Alienware,15.6,i7,16.0,3.8,Nvidia,1024.0,114795.9
830,Alienware,18.4,i7,8.0,5.0,Nvidia,1024.0,163918.0
831,Alienware,17.3,i9,16.0,5.0,Nvidia,1024.0,385318.0
832,Alienware,18.4,i7,16.0,3.5,Nvidia,1024.0,163995.9
833,Alienware,17.3,i7,8.0,3.7,Nvidia,1024.0,122995.9
834,Alienware,17.3,i7,32.0,3.9,Nvidia,1024.0,163995.9
835,ASUS,15.6,ryzen7,16.0,4.5,Nvidia,512.0,100449.18
836,Alienware,15.6,i7,16.0,3.2,Nvidia,1024.0,155718.0
837,Alienware,17.3,i7,16.0,4.2,Nvidia,1024.0,163995.9
838,Alienware,17.3,i9,16.0,3.5,Nvidia,1024.0,344318.0
839,Alienware,15.6,i7,8.0,3.5,Nvidia,256.0,122984.42
840,Alienware,17.3,i7,8.0,5.0,Nvidia,256.0,122995.9
841,Lenovo,15.6,ryzen7,16.0,4.6,Nvidia,512.0,68798.0
842,Alienware,17.3,i9,32.0,2.5,Nvidia,2048.0,409995.9
843,Alienware,15.6,i7,16.0,4.1,Nvidia,512.0,122995.9
844,Alienware,15.6,i7,16.0,0.0,Nvidia,256.0,114784.42
845,Alienware,17.3,i7,16.0,0.0,Nvidia,1024.0,122984.42
846,Alienware,15.6,i7,16.0,3.0,Nvidia,1024.0,122984.42
847,Alienware,13.3,i7,8.0,3.8,Nvidia,512.0,139395.9
848,HP,15.6,i7,16.0,4.9,Nvidia,1024.0,87658.0
849,Alienware,18.4,i7,8.0,2.9,AMD,1024.0,163984.41999999998
850,Alienware,15.6,i7,16.0,4.4,Nvidia,1024.0,131195.9
851,MSI,17.3,i7,32.0,4.5,Nvidia,2048.0,145959.18
852,Alienware,17.3,i9,16.0,0.0,Nvidia,1024.0,327918.0
853,Alienware,17.3,i9,16.0,0.0,Nvidia,1024.0,303318.0
854,Alienware,17.3,i9,16.0,0.0,Nvidia,1024.0,327918.0
855,Alienware,17.0,i7,16.0,4.5,Nvidia,1024.0,294379.18
856,Alienware,17.3,i9,16.0,1.0,Nvidia,1024.0,393518.0
857,Alienware,17.25,i9,16.0,2.1,Nvidia,1024.0,270595.9
858,Alienware,17.3,i7,32.0,0.0,Nvidia,1024.0,122995.9
859,Alienware,17.3,i7,16.0,0.0,Nvidia,512.0,245918.0
860,Alienware,17.3,i7,8.0,5.0,Nvidia,128.0,237798.36
861,Alienware,17.3,i7,16.0,0.0,Nvidia,1024.0,131184.41999999998
862,Alienware,17.0,ryzen9,32.0,3.7,Nvidia,1024.0,171790.0
863,Alienware,17.3,i7,8.0,0.0,Nvidia,1024.0,114795.9
864,Alienware,17.0,i7,8.0,3.8,Nvidia,256.0,254118.0
865,Alienware,17.3,i7,32.0,5.0,Nvidia,1024.0,204995.9
866,Alienware,15.6,i7,16.0,5.0,Nvidia,1024.0,143484.41999999998
867,Alienware,17.0,ryzen9,32.0,4.1,AMD,1024.0,188599.18
868,Alienware,17.0,ryzen9,32.0,3.7,Nvidia,1024.0,171790.0
869,Alienware,17.3,i7,8.0,5.0,Nvidia,128.0,237798.36
870,Alienware,17.3,i7,32.0,5.0,Nvidia,1024.0,229174.42
871,Dell,15.6,i7,16.0,5.0,Nvidia,256.0,204918.0
872,Dell,15.0,i7,16.0,4.0,Nvidia,1024.0,90184.42
873,Alienware,17.3,i7,8.0,4.0,Nvidia,1024.0,139395.9
874,MSI,15.6,i5,8.0,4.6,Nvidia,256.0,48132.36
875,Alienware,15.6,i7,16.0,3.6,Nvidia,1024.0,131184.41999999998
876,ASUS,14.0,ryzen9,16.0,4.0,Nvidia,1024.0,90118.0
877,Alienware,17.0,i7,8.0,4.3,Nvidia,512.0,270518.0
878,Alienware,18.4,i7,8.0,4.0,Nvidia,1024.0,163995.9
879,Alienware,17.3,i7,16.0,3.3,Nvidia,1024.0,303395.9
880,Alienware,15.6,i7,6.0,4.2,Nvidia,512.0,128724.42
881,ASUS,15.6,i7,16.0,4.3,Intel,1024.0,112296.54
882,Alienware,15.6,i7,16.0,3.3,Nvidia,1024.0,106584.42
883,MSI,15.6,i7,16.0,4.6,Nvidia,512.0,98318.0
884,Alienware,17.0,i7,16.0,4.1,Nvidia,512.0,139395.9
885,Alienware,15.6,i7,16.0,4.0,Nvidia,16.0,114784.42
886,Alienware,15.6,i7,16.0,0.0,Nvidia,1024.0,204918.0
887,Alienware,15.6,i7,32.0,5.0,Nvidia,1024.0,229518.0
888,Dell,15.6,ryzen9,64.0,3.8,Nvidia,2048.0,155718.0
889,ASUS,15.6,i5,8.0,4.6,Intel,512.0,50429.18
890,Alienware,15.6,i7,32.0,3.0,Nvidia,2048.0,245918.0
891,Alienware,17.3,i7,32.0,5.0,Nvidia,512.0,130785.9
892,Acer,15.6,ryzen5,8.0,4.5,AMD,256.0,39688.0
893,Alienware,17.3,i7,16.0,3.5,Nvidia,128.0,106584.42
894,Alienware,15.6,i7,32.0,4.5,Nvidia,1024.0,181617.7
895,Alienware,15.6,i7,32.0,3.3,Intel,1024.0,141450.0
896,Alienware,17.3,i7,16.0,4.5,Nvidia,1024.0,278718.0
897,Alienware,15.6,i7,32.0,4.5,Nvidia,1024.0,118818.0
898,Alienware,15.6,i7,16.0,4.2,Nvidia,512.0,131195.9
899,Alienware,14.0,i7,32.0,5.0,Other,1024.0,179374.18
900,Alienware,15.6,i7,8.0,4.0,Nvidia,1024.0,139318.0
901,Dell,17.3,i9,32.0,5.0,Nvidia,2048.0,541118.0
902,Microsoft,12.4,i5,8.0,4.6,Intel,256.0,57318.0
903,Acer,15.6,i5,8.0,4.6,Nvidia,256.0,54858.0
904,MSI,15.6,i7,16.0,4.4,Nvidia,512.0,106514.72
905,Dell,15.6,i7,64.0,3.8,AMD,2048.0,188599.18
906,Alienware,15.6,i7,16.0,4.5,Nvidia,512.0,122995.9
907,MSI,17.3,i7,16.0,3.9,Intel,1024.0,111215.78
908,MSI,14.0,i7,32.0,4.0,Intel,1024.0,58630.0
909,MSI,17.3,i7,32.0,4.8,Nvidia,1024.0,136529.18
910,MSI,17.3,i9,32.0,4.7,Nvidia,1024.0,189763.58
911,MSI,17.3,i7,16.0,4.0,Nvidia,512.0,122918.0
912,MSI,17.3,i9,32.0,4.2,Intel,1024.0,262318.0
913,MSI,17.3,i9,64.0,0.0,Nvidia,2048.0,221318.0
914,MSI,15.6,i7,16.0,4.6,Nvidia,512.0,98318.0
915,MSI,16.0,i7,16.0,5.0,Intel,512.0,94268.02
916,MSI,17.3,i7,16.0,5.0,Nvidia,1024.0,163918.0
917,MSI,14.0,i7,16.0,4.5,Intel,512.0,72738.09999999999
918,MSI,15.6,i7,16.0,4.3,Nvidia,512.0,90118.0
919,MSI,15.6,i5,16.0,4.5,Nvidia,1024.0,55759.18
920,MSI,15.6,i7,16.0,4.4,Nvidia,512.0,106514.72
921,HP,15.0,ryzen7,8.0,4.5,AMD,512.0,62156.0
922,HP,17.3,i7,32.0,4.4,Intel,1024.0,98724.72
923,HP,15.6,i3,8.0,4.5,AMD,256.0,49118.0
924,HP,15.6,i5,16.0,4.5,Intel,512.0,53218.0
925,HP,15.6,i3,8.0,4.4,AMD,256.0,46576.0
926,HP,14.0,celeron,4.0,4.4,Intel,64.0,21238.0
927,HP,15.6,i5,32.0,5.0,AMD,1024.0,68879.18000000001
928,HP,15.6,i3,16.0,4.4,Intel,1024.0,36818.0
929,HP,15.6,i5,8.0,0.0,Intel,512.0,45018.0
930,HP,17.3,i3,32.0,4.4,Intel,256.0,40918.0
931,HP,15.6,i3,16.0,0.0,Intel,1024.0,37638.0
932,HP,14.0,ryzen5,8.0,4.5,AMD,256.0,33210.0
933,HP,15.6,i7,16.0,4.4,Intel,512.0,73718.0
934,HP,15.6,i3,8.0,4.4,Intel,256.0,25005.08
935,HP,15.6,i5,32.0,5.0,Intel,1024.0,76259.18000000001
936,HP,15.6,celeron,16.0,4.4,Intel,1024.0,40918.0
937,HP,15.6,i5,16.0,4.4,Intel,512.0,66255.18000000001
938,HP,14.0,celeron,4.0,4.2,Intel,64.0,20418.0
939,HP,17.3,i5,8.0,4.5,Intel,512.0,49118.0
940,HP,14.0,celeron,4.0,4.5,Intel,64.0,17958.0
941,HP,17.3,i3,16.0,4.5,Intel,1024.0,36818.0
942,HP,15.6,i3,16.0,4.2,AMD,1024.0,45099.18
943,HP,17.3,i5,32.0,4.7,Intel,1024.0,65599.18000000001
944,HP,14.0,celeron,4.0,4.4,Intel,64.0,22135.9
945,HP,14.0,i3,8.0,4.3,AMD,64.0,27634.0
946,HP,14.0,celeron,4.0,0.0,Intel,64.0,20090.0
947,HP,17.3,i3,32.0,4.3,Intel,1024.0,49199.18
948,HP,17.3,i7,32.0,0.0,Intel,1024.0,106518.0
949,HP,15.6,i3,16.0,4.3,AMD,1024.0,40918.0
950,HP,11.6,celeron,4.0,4.5,Intel,64.0,13038.0
951,HP,15.6,i7,32.0,5.0,Intel,2048.0,113078.0
952,HP,15.6,i7,16.0,5.0,Intel,1024.0,69699.18000000001
953,HP,14.0,i7,16.0,0.0,Intel,256.0,73799.18000000001
954,HP,14.0,i3,32.0,5.0,AMD,1024.0,40999.18
955,HP,15.6,i5,32.0,4.5,Intel,1024.0,59778.0
956,HP,17.3,i5,32.0,4.1,Intel,1024.0,81098.0
957,HP,14.0,ryzen3,16.0,4.5,AMD,128.0,35259.18
958,HP,15.6,i5,12.0,4.5,Intel,256.0,57318.0
959,HP,17.3,i7,32.0,0.0,Nvidia,1024.0,114718.0
960,HP,15.0,i3,8.0,4.5,AMD,256.0,35178.0
961,HP,15.6,i5,16.0,5.0,Intel,1024.0,49118.0
962,HP,15.6,i3,8.0,5.0,Intel,256.0,28618.0
963,HP,17.3,ryzen5,32.0,4.8,AMD,1024.0,57318.0
964,HP,15.6,i3,16.0,4.5,Intel,1024.0,46658.0
965,HP,17.3,i3,8.0,4.3,Intel,256.0,29356.0
966,HP,15.6,ryzen5,16.0,0.0,AMD,1024.0,49118.0
967,HP,15.6,i5,16.0,4.4,Intel,512.0,52397.18
968,HP,15.6,i3,8.0,4.4,Intel,512.0,40171.8
969,HP,15.6,i3,32.0,4.6,Intel,1024.0,55759.18
970,HP,15.6,i5,32.0,4.0,Intel,1024.0,57399.18
971,HP,14.0,celeron,8.0,4.2,Intel,64.0,27798.0
972,HP,15.6,i5,16.0,5.0,Intel,1024.0,55678.0
973,HP,14.0,ryzen3,16.0,4.1,AMD,1024.0,39278.0
974,HP,15.0,ryzen3,8.0,4.4,AMD,256.0,31734.0
975,HP,15.6,i3,16.0,4.5,Intel,1024.0,43459.18
976,HP,15.6,i3,8.0,4.2,AMD,512.0,32718.0
977,HP,14.0,celeron,16.0,4.2,Intel,64.0,30258.0
978,HP,15.6,ryzen7,16.0,4.4,Nvidia,512.0,77818.0
979,HP,11.6,celeron,4.0,4.2,Intel,64.0,18778.0
980,other,14.0,celeron,8.0,4.4,Intel,128.0,26158.0
981,HP,17.3,i7,32.0,4.1,Nvidia,1024.0,114718.0
982,HP,15.6,i3,16.0,4.4,Intel,1024.0,45018.0
983,HP,17.3,i5,16.0,4.4,Intel,1024.0,63058.0
984,HP,17.3,i5,16.0,4.4,Intel,1024.0,44198.0
985,HP,17.0,i7,16.0,5.0,Intel,512.0,81918.0
986,HP,15.6,ryzen7,32.0,4.2,AMD,512.0,68405.22
987,HP,17.3,i5,8.0,4.2,Intel,256.0,22878.0
988,HP,15.6,i5,32.0,4.3,Intel,1024.0,65350.72
989,HP,17.3,i5,8.0,4.5,Intel,256.0,43378.0
990,HP,17.3,i3,32.0,4.1,Intel,1024.0,45099.18
991,HP,14.0,celeron,4.0,5.0,Intel,64.0,22878.0
992,HP,14.0,i3,16.0,3.0,Intel,1024.0,40918.0
993,HP,14.0,celeron,4.0,4.1,Intel,64.0,22878.0
994,HP,14.0,celeron,4.0,4.5,Intel,32.0,11398.0
995,HP,15.6,i5,16.0,4.7,Intel,1024.0,51578.0
996,HP,11.6,i3,4.0,4.5,AMD,32.0,14678.0
997,HP,15.6,i5,16.0,4.1,Intel,512.0,52069.18
998,HP,15.6,ryzen3,16.0,2.0,AMD,1024.0,45018.0
999,HP,15.6,ryzen7,32.0,4.8,AMD,1024.0,69618.0
1000,HP,14.0,celeron,4.0,3.3,Intel,64.0,23698.0
1001,HP,15.6,i3,8.0,4.0,Intel,256.0,29192.0
1002,HP,17.0,i7,16.0,5.0,Intel,512.0,81918.0
1003,HP,14.0,i5,8.0,4.2,Intel,512.0,41819.18
1004,HP,11.6,i3,4.0,4.4,Other,32.0,8618.199999999999
1005,HP,14.0,i5,8.0,4.4,Intel,256.0,32718.0
1006,HP,17.3,ryzen3,16.0,4.4,AMD,256.0,50777.68
1007,HP,15.6,i5,12.0,4.5,Intel,512.0,38376.0
1008,HP,15.6,i3,4.0,4.0,AMD,128.0,35916.0
1009,HP,17.3,i3,32.0,4.1,Intel,1024.0,45099.18
1010,HP,11.6,i3,4.0,4.1,AMD,32.0,14678.0
1011,HP,14.0,ryzen3,8.0,4.4,AMD,128.0,27798.0
1012,HP,17.3,i5,8.0,4.4,Intel,512.0,34327.66
1013,HP,14.0,i3,8.0,4.5,Other,128.0,18778.0
1014,HP,14.0,ryzen3,16.0,4.5,AMD,512.0,37391.18
1015,HP,14.0,celeron,4.0,4.5,Intel,64.0,17548.0
1016,HP,15.6,celeron,8.0,4.4,Intel,256.0,14678.0
1017,HP,13.5,i7,16.0,4.7,Intel,1024.0,114799.18
1018,HP,15.6,i5,8.0,4.6,Intel,256.0,26647.54
1019,HP,15.6,i5,16.0,0.0,Intel,512.0,57399.18
1020,HP,15.6,celeron,4.0,0.0,Intel,128.0,23779.18
1021,HP,14.0,celeron,4.0,4.0,Intel,32.0,22386.0
1022,HP,17.3,i7,16.0,5.0,Intel,1024.0,92578.0
1023,HP,15.6,i5,32.0,4.4,AMD,1024.0,86099.18000000001
1024,HP,15.6,i3,16.0,3.7,Intel,1024.0,39278.0
1025,HP,14.0,celeron,8.0,4.5,Intel,64.0,29519.18
1026,HP,11.6,celeron,4.0,4.6,Intel,128.0,24598.36
1027,HP,15.6,i5,16.0,3.9,Intel,512.0,50758.0
1028,HP,15.6,i3,16.0,4.6,AMD,1024.0,45099.18
1029,HP,14.0,i7,32.0,0.0,Intel,2048.0,159899.18
1030,HP,15.6,ryzen7,16.0,4.4,AMD,512.0,54734.18
1031,HP,15.6,i3,8.0,4.5,Intel,128.0,36957.4
1032,HP,17.0,ryzen5,16.0,4.3,AMD,256.0,46739.18
1033,HP,15.6,i5,16.0,5.0,AMD,512.0,55678.0
1034,HP,15.6,i3,16.0,5.0,Intel,1024.0,40999.18
1035,HP,15.6,celeron,4.0,0.0,Intel,128.0,23779.18
1036,HP,15.0,i5,16.0,4.5,Intel,1024.0,56555.4
1037,HP,17.3,i7,16.0,5.0,Intel,1024.0,92578.0
1038,HP,15.6,i3,16.0,3.7,Intel,1024.0,39278.0
1039,HP,15.6,i5,32.0,4.4,AMD,1024.0,86099.18000000001
1040,HP,14.0,celeron,8.0,4.5,Intel,64.0,29519.18
1041,HP,14.0,i3,8.0,0.0,Intel,1024.0,47478.0
1042,HP,11.6,celeron,4.0,4.6,Intel,128.0,24598.36
1043,HP,15.6,ryzen5,8.0,4.1,AMD,256.0,39770.0
1044,HP,15.6,ryzen5,8.0,4.3,AMD,256.0,41738.0
1045,HP,14.0,ryzen3,16.0,4.2,AMD,128.0,26158.0
1046,HP,14.0,i3,8.0,4.5,Intel,256.0,29438.0
1047,HP,11.6,i3,4.0,4.4,Other,32.0,13119.18
1048,HP,15.6,i3,16.0,4.6,Intel,1024.0,46658.0
1049,HP,14.0,celeron,8.0,4.3,Intel,64.0,28699.18
1050,Lenovo,14.0,i5,16.0,4.5,Intel,1024.0,59859.18
1051,HP,15.6,ryzen3,16.0,4.1,AMD,512.0,45018.0
1052,HP,14.0,i3,8.0,3.8,Other,128.0,24595.08
1053,HP,15.6,ryzen3,16.0,4.4,AMD,512.0,43378.0
1054,HP,15.6,i5,16.0,4.1,AMD,512.0,53218.0
1055,HP,13.5,i7,16.0,4.5,Intel,1024.0,134479.18
1056,HP,15.6,i5,8.0,4.5,Intel,256.0,35993.9
1057,HP,14.0,celeron,4.0,4.5,Intel,64.0,26239.18
1058,HP,15.6,i5,16.0,5.0,Intel,1024.0,48379.18
1059,HP,14.0,i3,4.0,4.3,AMD,64.0,27943.14
1060,HP,17.3,ryzen5,8.0,4.6,AMD,256.0,38130.0
1061,HP,15.6,i3,32.0,4.3,Intel,1024.0,43378.0
1062,HP,15.0,i5,8.0,4.2,Intel,512.0,35943.88
1063,HP,15.0,i3,8.0,4.5,Intel,256.0,32799.18
1064,HP,14.0,celeron,8.0,0.0,Intel,128.0,24518.0
1065,HP,14.0,celeron,8.0,5.0,Intel,64.0,27059.18
1066,HP,15.6,i5,16.0,4.1,AMD,512.0,55737.86
1067,HP,17.3,i5,8.0,4.2,Intel,256.0,42312.0
1068,HP,15.6,i3,8.0,4.5,AMD,256.0,49118.0
1069,HP,17.3,i3,16.0,4.1,AMD,1024.0,46658.0
1070,HP,15.6,i5,32.0,0.0,Intel,1024.0,62319.18
1071,HP,13.3,i5,8.0,4.3,Intel,256.0,46330.0
1072,HP,11.6,i3,4.0,4.6,AMD,32.0,13858.0
1073,HP,17.3,i3,16.0,4.3,Intel,512.0,47478.0
1074,HP,17.3,i7,16.0,4.2,Intel,1024.0,94218.0
1075,HP,15.6,i5,16.0,4.1,AMD,512.0,55737.86
1076,HP,17.3,i5,8.0,4.2,Intel,256.0,42312.0
1077,HP,15.6,i3,8.0,4.5,AMD,256.0,49118.0
1078,HP,17.3,i3,8.0,4.5,AMD,1024.0,49118.0
1079,HP,14.0,celeron,4.0,4.4,Intel,64.0,19671.8
1080,HP,13.3,i5,8.0,4.3,Intel,256.0,46330.0
1081,HP,17.3,i3,16.0,4.1,AMD,1024.0,46658.0
1082,HP,17.3,i7,16.0,4.2,Intel,1024.0,94218.0
1083,HP,15.6,ryzen3,8.0,4.4,AMD,256.0,33538.0
1084,HP,17.3,i3,8.0,4.5,AMD,1024.0,49118.0
1085,HP,14.0,celeron,8.0,4.2,Intel,64.0,27879.18
1086,HP,15.6,ryzen7,32.0,4.3,AMD,1024.0,51578.0
1087,HP,15.6,i5,8.0,3.9,Intel,256.0,28699.18
1088,Lenovo,14.0,i5,16.0,4.5,Intel,1024.0,59859.18
1089,HP,14.0,i3,8.0,3.8,Other,128.0,24595.08
1090,HP,15.6,ryzen3,16.0,4.1,AMD,512.0,45018.0
